ID,TimeDiff
171,3.833333333
172,8.625
173,13.58333333
174,31.79166667
175,39.45833333
176,8.666666667
177,22.83333333
178,6.625
179,72.375
180,30.20833333
181,3.541666667
182,4.083333333
183,7.541666667
184,6.041666667
185,11.45833333
186,2.541666667
187,7.333333333
188,3.75
189,9.666666667
190,4.916666667
191,2.708333333
192,2.791666667
193,14.875
194,52.54166667
195,92.45833333
196,14.45833333
197,20.16666667
198,9.666666667
199,0.125
200,8.708333333
201,11.79166667
202,10.625
203,46.5
204,15.79166667
205,14.08333333
206,14.83333333
207,15.33333333
208,56
209,0.875
210,4.25
211,31.95833333
212,8.041666667
213,52.625
214,28.70833333
215,17.08333333
216,47.41666667
217,34.66666667
218,44.75
219,9
220,55.45833333
221,22.66666667
222,0.958333333
223,7.958333333
224,50.25
225,9.666666667
226,7.875
227,70.45833333
228,11.83333333
229,34.33333333
230,13.25
231,129.5416667
232,2.625
233,3.708333333
234,8.541666667
235,20.25
236,6.833333333
237,19.70833333
238,27
239,6.333333333
240,5.583333333
241,10.125
242,1
243,8.416666667
244,20.45833333
245,23.125
246,26.16666667
247,12.45833333
248,1.791666667
249,7.125
250,25
251,10.79166667
252,0.083333333
253,47.04166667
254,1.208333333
255,11.45833333
256,8.791666667
257,3.583333333
258,1.583333333
259,17.5
260,14.04166667
261,21.33333333
262,0.125
263,8.791666667
264,8.666666667
265,30.25
266,8.833333333
267,32.125
268,4.541666667
269,3.458333333
270,28.04166667
271,60.58333333
272,43.33333333
273,38.16666667
274,4.583333333
275,0.166666667
276,38.125
277,62.58333333
278,28.70833333
279,36.79166667
280,12.66666667
281,0.833333333
282,1.375
283,21.25
284,4
285,11
286,16.58333333
287,53.54166667
288,26.125
289,23.16666667
290,2.041666667
291,22.58333333
292,4.458333333
293,1.5
294,6.083333333
295,51.25
296,10.75
297,17.95833333
298,4.958333333
299,137.875
300,9.75
301,2.541666667
302,22.33333333
303,12.58333333
304,14.25
305,13.20833333
306,40.29166667
307,50.375
308,25.625
309,83.66666667
310,2.208333333
311,21.29166667
312,3.333333333
313,0.791666667
314,11.95833333
315,38.375
316,0.291666667
317,53.79166667
318,17.5
319,33.54166667
320,5
321,20.625
322,19.29166667
323,13.625
324,6.375
325,4.291666667
326,31.5
327,6.708333333
328,2
329,4.75
330,16.29166667
331,35.91666667
332,0.5
333,14.08333333
334,30.33333333
335,104.9166667
336,16
337,31.16666667
338,4.166666667
339,1.5
340,9.291666667
341,74.625
342,2.958333333
343,10.70833333
344,20.04166667
345,93.58333333
346,35.95833333
347,9.75
348,27.83333333
349,33.41666667
350,0.291666667
351,18.70833333
352,36.625
353,14.75
354,0.333333333
355,17.54166667
356,25.91666667
357,11.20833333
358,3.541666667
359,44
360,54.54166667
361,11.95833333
362,11.25
363,1.291666667
364,20.75
365,0.041666667
366,11.29166667
367,11.16666667
368,1.5
369,7.833333333
370,16.79166667
371,6.916666667
372,4.75
373,5.25
374,0.333333333
375,0.583333333
376,14.29166667
377,0.208333333
378,2.666666667
379,3.708333333
380,25.41666667
381,11.20833333
382,6.875
383,51.5
384,31.29166667
385,12.58333333
386,8.333333333
387,28.04166667
388,0.666666667
389,22.79166667
390,26.375
391,8.708333333
392,11.41666667
393,4.5
394,38.04166667
395,0.541666667
396,17.70833333
397,6.5
398,4.75
399,41.875
400,5.208333333
401,14.25
402,44.33333333
403,31.58333333
404,26.25
405,5.25
406,31.04166667
407,32.41666667
408,82.375
409,40.45833333
410,2.583333333
411,19.58333333
412,2.083333333
413,3.083333333
414,5.166666667
415,1.541666667
416,32.25
417,0.166666667
418,19.70833333
419,31.75
420,13.91666667
421,9.125
422,36.20833333
423,1.291666667
424,54.58333333
425,34.25
426,23.08333333
427,33.04166667
428,8
429,28.79166667
430,51.16666667
431,34
432,26.25
433,0.541666667
434,33.45833333
435,10.33333333
436,8.791666667
437,13.16666667
438,30.95833333
439,65.45833333
440,3.583333333
441,15.875
442,9.75
443,7.625
444,5.791666667
445,8.833333333
446,29.08333333
447,23.45833333
448,32.25
449,1.125
450,0.125
451,1.041666667
452,1.791666667
453,2.166666667
454,9.125
455,75.5
456,32.91666667
457,4.333333333
458,0.416666667
459,36.5
460,43.70833333
461,19.33333333
462,2.791666667
463,17.29166667
464,2.833333333
465,39.20833333
466,18.95833333
467,13.08333333
468,0.208333333
469,22.125
470,1.125
471,2.375
472,10.70833333
473,18.45833333
474,26.875
475,18.33333333
476,17.20833333
477,29.16666667
478,17.04166667
479,1.416666667
480,3.166666667
481,0.541666667
482,2.875
483,8.791666667
484,0.666666667
485,4.833333333
486,8.083333333
487,21.16666667
488,11.58333333
489,28.58333333
490,33.125
491,13.75
492,4.291666667
493,3.625
494,23.5
495,40.95833333
496,3.541666667
497,38.04166667
498,0.458333333
499,86.70833333
500,0.5
501,42.58333333
502,1.166666667
503,24.08333333
504,20.25
505,39.91666667
506,23.58333333
507,23.45833333
508,0.625
509,25.83333333
510,10.83333333
511,5.041666667
512,10.29166667
513,0.875
514,1.416666667
515,16.5
516,3.291666667
517,57.20833333
518,41.5
519,37.08333333
520,3.875
521,14.125
522,0.666666667
523,24.375
524,10.125
525,2.916666667
526,4.041666667
527,9.958333333
528,35.875
529,23.79166667
530,17.375
531,22.29166667
532,10.33333333
533,39.83333333
534,18.20833333
535,8.083333333
536,28.29166667
537,11.66666667
538,0.375
539,7.75
540,18.41666667
541,22.625
542,32.16666667
543,62.04166667
544,57.16666667
545,16.83333333
546,20.625
547,24.58333333
548,5.458333333
549,33.70833333
550,39.875
551,5.875
552,19.875
553,36.41666667
554,21.45833333
555,13.25
556,5.25
557,4.708333333
558,15.70833333
559,27.29166667
560,13.875
561,15.20833333
562,9.833333333
563,97.875
564,36.70833333
565,31.5
566,1.416666667
567,1.791666667
568,0.083333333
569,2.791666667
570,6.875
571,0.958333333
572,2.416666667
573,10.29166667
574,13.75
575,1.083333333
576,14.375
577,5.375
578,58.20833333
579,4.083333333
580,33.08333333
581,7.916666667
582,0.125
583,1.583333333
584,7.875
585,10.95833333
586,8.958333333
587,29.04166667
588,12.41666667
589,18.45833333
590,15.16666667
591,23.5
592,91.58333333
593,11.70833333
594,1.833333333
595,18.625
596,78.625
597,6.5
598,26.25
599,33.79166667
600,15.54166667
601,7.75
602,23.83333333
603,28.20833333
604,2.375
605,19.70833333
606,0.541666667
607,5.125
608,1.541666667
609,16.875
610,8
611,31.5
612,24.91666667
613,38.91666667
614,14.54166667
615,0.666666667
616,21.83333333
617,2.708333333
618,5.166666667
619,6.708333333
620,19.79166667
621,13.04166667
622,0.791666667
623,8.791666667
624,1.875
625,16.95833333
626,60.45833333
627,1.75
628,5.125
629,19.25
630,8.625
631,29
632,22.91666667
633,14
634,20.75
635,4.625
636,0.416666667
637,24.75
638,25.29166667
639,19.33333333
640,6.833333333
641,3.208333333
642,7.291666667
643,31.25
644,0.416666667
645,3.625
646,1.666666667
647,3.583333333
648,30
649,17.20833333
650,1.458333333
651,12.33333333
652,9.125
653,12.625
654,2.5
655,0.75
656,1.125
657,5.791666667
658,26.95833333
659,6.541666667
660,1.416666667
661,1.208333333
662,15.16666667
663,1.833333333
664,41.79166667
665,17.16666667
666,10.125
667,25.33333333
668,99.91666667
669,0.166666667
670,1.875
671,21.25
672,16.45833333
673,8.166666667
674,10.08333333
675,9.458333333
676,3.5
677,4.958333333
678,1.125
679,1.375
680,3.25
681,2.666666667
682,7.833333333
683,17
684,2.416666667
685,24.25
686,4.583333333
687,1.125
688,21
689,7.125
690,19.04166667
691,6.916666667
692,8.625
693,12.75
694,64.5
695,1.166666667
696,19.95833333
697,19.58333333
698,22.45833333
699,24.20833333
700,16.75
701,12.08333333
702,37.75
703,12.54166667
704,8.083333333
705,7.375
706,26.58333333
707,45.45833333
708,5.375
709,13.95833333
710,16.79166667
711,1.375
712,19.54166667
713,12.66666667
714,23.29166667
715,15.91666667
716,35.5
717,72.91666667
718,1.291666667
719,16.16666667
720,4.708333333
721,26.04166667
722,13.58333333
723,2.541666667
724,24.91666667
725,13.20833333
726,4.458333333
727,8.291666667
728,43.66666667
729,18.875
730,7.833333333
731,11.375
732,8.5
733,24.625
734,13.04166667
735,4.5
736,10.91666667
737,32.25
738,10.16666667
739,6.5
740,0.375
741,0.041666667
742,6.583333333
743,7.25
744,17.08333333
745,8
746,2.416666667
747,0.5
748,17.25
749,15.29166667
750,30.125
751,1.5
752,9.541666667
753,4.125
754,9.5
755,11
756,33.41666667
757,28.625
758,1.25
759,3.75
760,24.58333333
761,19.58333333
762,5.625
763,13.625
764,8.916666667
765,4.583333333
766,13.08333333
767,4.291666667
768,9.875
769,5.458333333
770,24.41666667
771,10.70833333
772,4.541666667
773,12.75
774,10.04166667
775,6.083333333
776,4.041666667
777,1.5
778,14.41666667
779,0.541666667
780,24.625
781,0.708333333
782,22.625
783,0.5
784,11.58333333
785,6.666666667
786,2.541666667
787,45.54166667
788,0.125
789,4.875
790,6.916666667
791,27
792,36.04166667
793,17.29166667
794,52.29166667
795,4.75
796,32.16666667
797,11.125
798,26.41666667
799,0.041666667
800,22.45833333
801,10.54166667
802,8.5
803,8.375
804,0.708333333
805,7.5
