"X","Y","Z"
7.408011228103712,11.192293489038265,"B"
5.393527645330105,12.672998973740695,"B"
5.531058073304161,11.30483930868259,"B"
10.912010564209302,13.395166610444246,"B"
8.847598628191655,11.25010285779146,"B"
4.916754514700129,11.481623571890356,"B"
0.8534136895776501,7.898924174927287,"C"
0.1084946493713459,2.7094059864304674,"C"
0.6867206620418027,4.997684246065262,"C"
2.1375199150646944,5.477782983168781,"C"
2.4630209199216453,8.425928832975499,"C"
3.469985037126338,7.842189293936824,"C"
1.9744059951056643,5.903707658476923,"C"
2.110818272833439,7.33238705359132,"C"
2.3889592133973725,7.961297826280657,"C"
2.822360975357577,8.031540912036112,"C"
1.7753825166761719,5.687639589585459,"C"
1.3494130483606241,3.369302221935098,"C"
3.3786749219528285,9.225371506131399,"C"
1.1277657928429665,4.564803471040016,"C"
3.1954165397706915,7.174316183261393,"C"
2.6311275150120927,7.241288260796116,"C"
0.7781187133848892,6.706787182835479,"C"
2.3537835954120983,7.626092903929885,"C"
3.3917441434620637,8.873701340987163,"C"
1.3527729131991086,6.062732019665202,"C"
2.1347863389919586,4.423659202488838,"C"
1.6433047287204912,6.664075585191735,"C"
2.3482344106676987,5.51846135384328,"C"
3.6695701517355745,9.98444779326719,"C"
2.1688884897859255,7.117753280395382,"C"
1.7957166177146102,6.029326928319744,"C"
2.8735880776344382,6.679322382010401,"C"
-0.04688195156356967,6.213690707897561,"C"
1.4204048879771634,6.624625018071718,"C"
1.963939930532858,9.164244636697063,"C"
2.5960315116093198,6.744050590424223,"C"
2.473061144209006,6.938700212892373,"C"
0.8635814830363722,7.895905258597198,"C"
3.81900406389233,7.2639588718509485,"C"
1.2634281783486025,9.403910155792127,"C"
2.398871608276787,7.358876274985227,"C"
2.217552273701543,8.389663217344363,"C"
0.574318790423124,6.239885702366823,"C"
-0.3818907290427025,6.636036177164662,"C"
2.8388661396693506,7.91732665356875,"C"
2.5591811624440917,6.633801423649954,"C"
1.8859811364583148,6.935139731723292,"C"
2.2409064156119833,5.974954948765427,"C"
4.031907151970785,8.240144418813783,"C"
1.7323782601693494,5.165175542733213,"C"
3.152093465597577,8.010604702733854,"C"
1.8545518701087143,8.041551004183859,"C"
1.5470120347719725,6.609610180309135,"C"
2.973057717341221,9.05641837844995,"C"
1.878772526971537,3.618220118343812,"C"
10.528706258190416,19.587285706279687,"D"
5.510080204680935,18.099430653676603,"D"
10.502892511309325,10.546842627594874,"D"
9.974873162298527,11.52715977632633,"D"
17.165991699724096,7.090241686437816,"D"
9.633219980065723,16.9959369811972,"D"
9.321935234721915,20.437036825122107,"D"
6.017671786093048,7.966708632300358,"D"
15.15011132521683,9.710785628150179,"D"
11.349962222029752,16.47123060645238,"D"
15.934183232109449,9.79362827938171,"D"
5.628270831817108,14.287889318984565,"D"
11.059863117946309,18.57062945416782,"D"
16.03537743316992,12.861833634255968,"D"
13.110329499799906,21.3087220009146,"D"
17.418882798480702,10.049440085724871,"D"
12.382125056983611,16.189414890423212,"D"
7.199624504198531,20.015601495182118,"D"
8.152802971568471,16.35956976210417,"D"
12.065206449014472,2.3764526598019664,"D"
13.904899614839474,12.071555645107566,"D"
7.753490181067271,11.516546474492593,"D"
7.386072640662337,21.529003695905732,"D"
13.258731718658233,21.687160662657206,"D"
7.0974954063287505,22.41426802747635,"D"
9.935109458662055,20.431632167275986,"D"
13.274676121261873,18.241797661017955,"D"
9.237158167285342,12.730851533673393,"D"
9.800221279747065,17.45974512925127,"D"
6.537252600532555,10.893679956575262,"D"
18.94966716020665,9.046193099180819,"D"
6.4536496029752115,13.563584941092913,"D"
11.270440552080847,7.437043395269461,"D"
14.376960526002993,17.512277462104652,"D"
14.116437251442072,18.515186220133753,"D"
13.60282169539487,14.74016438889452,"D"
9.723540961897372,7.964944600303433,"D"
11.305795428946968,17.452527450707933,"D"
8.393093917062819,28.667702844708764,"D"
17.483321447540053,17.133185076304724,"D"
6.614657143781596,18.489179620209057,"D"
5.3274495292883195,14.333199890527714,"D"
9.254731004976946,10.046430452501985,"D"
10.662374820572186,15.899320986031562,"D"
9.503403340308733,0.6335694799879761,"D"
9.8925247338224,21.975777273266633,"D"
4.973018634714505,18.152473799973308,"D"
12.378757077351594,9.721741117693469,"D"
8.763100828906191,15.010730920779173,"D"
6.418335660196668,8.414509312616259,"D"
